App Name,App Id,Platform,Keyword,Store Domain,Store,Note,Last Update,Ranking,Change,Popularity,Difficulty,Apps in Ranking,Tags
BLW Baby Introdução Alimentar,6758321287,iphone,receitas de papinha caseira,br,🇧🇷 Brazil,,2026-08-19T15:14:19Z,1,0,5,5,1,
BLW Baby Introdução Alimentar,6758321287,iphone,blw tracker baby led,br,🇧🇷 Brazil,our ASC display name,2026-08-19T12:56:55Z,2,0,5,5,58,brand;long;own
BLW Baby Introdução Alimentar,6758321287,iphone,led weaning,br,🇧🇷 Brazil,,2026-08-19T15:14:44Z,2,4,5,5,108,
BLW Baby Introdução Alimentar,6758321287,iphone,introdução alimentar 7 meses,br,🇧🇷 Brazil,,2026-08-19T15:13:39Z,3,0,5,5,5,
BLW Baby Introdução Alimentar,6758321287,iphone,blw tracker,br,🇧🇷 Brazil,our exact name brand,2026-08-19T12:56:31Z,5,0,5,13,123,brand;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,weaning tracker,br,🇧🇷 Brazil,,2026-08-19T15:14:40Z,8,2,5,5,237,
BLW Baby Introdução Alimentar,6758321287,iphone,introdução alimentar e blw,br,🇧🇷 Brazil,,2026-08-19T15:17:15Z,8,0,5,11,28,
BLW Baby Introdução Alimentar,6758321287,iphone,papinhas,br,🇧🇷 Brazil,,2026-08-19T15:17:17Z,11,0,5,5,57,
BLW Baby Introdução Alimentar,6758321287,iphone,app introdução alimentar,br,🇧🇷 Brazil,,2026-08-19T15:13:29Z,12,4,5,11,38,
BLW Baby Introdução Alimentar,6758321287,iphone,starting solids,br,🇧🇷 Brazil,,2026-08-19T12:55:13Z,13,0,28,5,90,
BLW Baby Introdução Alimentar,6758321287,iphone,baby led weaning,br,🇧🇷 Brazil,exact-match for BLW initialism,2026-08-19T12:56:14Z,13,0,7,9,237,english;long;competitor
BLW Baby Introdução Alimentar,6758321287,iphone,solid starts baby first foods,br,🇧🇷 Brazil,,2026-08-19T12:55:14Z,15,0,9,17,101,
BLW Baby Introdução Alimentar,6758321287,iphone,baby led weaning app,br,🇧🇷 Brazil,,2026-08-19T14:19:08Z,16,0,7,9,108,
BLW Baby Introdução Alimentar,6758321287,iphone,weaning recipes,br,🇧🇷 Brazil,,2026-08-19T15:14:43Z,16,4,5,5,120,
BLW Baby Introdução Alimentar,6758321287,iphone,start solids,br,🇧🇷 Brazil,,2026-08-19T15:17:28Z,21,0,5,15,114,
BLW Baby Introdução Alimentar,6758321287,iphone,baby first foods,br,🇧🇷 Brazil,EN phase term,2026-08-19T12:56:28Z,23,0,5,24,167,english;long;competitor
BLW Baby Introdução Alimentar,6758321287,iphone,blw meals,br,🇧🇷 Brazil,,2026-08-19T12:55:16Z,24,0,6,5,102,
BLW Baby Introdução Alimentar,6758321287,iphone,baby meals recipes,br,🇧🇷 Brazil,,2026-08-19T15:17:03Z,25,0,5,7,117,
BLW Baby Introdução Alimentar,6758321287,iphone,baby solids,br,🇧🇷 Brazil,,2026-08-19T15:14:45Z,27,5,5,17,239,
BLW Baby Introdução Alimentar,6758321287,iphone,start solid food,br,🇧🇷 Brazil,,2026-08-19T15:15:07Z,27,1,5,15,101,
BLW Baby Introdução Alimentar,6758321287,iphone,baby foods tracker,br,🇧🇷 Brazil,,2026-08-19T15:17:03Z,28,0,5,46,235,
BLW Baby Introdução Alimentar,6758321287,iphone,solid start,br,🇧🇷 Brazil,,2026-08-19T12:55:22Z,31,0,8,15,115,
BLW Baby Introdução Alimentar,6758321287,iphone,introducao alimentar,br,🇧🇷 Brazil,,2026-08-19T12:55:24Z,36,0,40,19,60,
BLW Baby Introdução Alimentar,6758321287,iphone,baby food recipes,br,🇧🇷 Brazil,,2026-08-19T15:17:02Z,40,0,5,5,169,
BLW Baby Introdução Alimentar,6758321287,iphone,baby food tracker,br,🇧🇷 Brazil,EN tool intent,2026-08-19T12:56:54Z,48,0,5,42,241,english;long;own
BLW Baby Introdução Alimentar,6758321287,iphone,baby food,br,🇧🇷 Brazil,,2026-08-19T12:55:23Z,56,0,8,7,231,
BLW Baby Introdução Alimentar,6758321287,iphone,led,br,🇧🇷 Brazil,,2026-08-19T14:19:06Z,72,0,57,23,248,
BLW Baby Introdução Alimentar,6758321287,iphone,baby tracker,br,🇧🇷 Brazil,,2026-08-19T14:19:04Z,74,0,54,46,247,
BLW Baby Introdução Alimentar,6758321287,iphone,nara baby,br,🇧🇷 Brazil,,2026-08-19T14:19:09Z,115,0,7,38,247,
BLW Baby Introdução Alimentar,6758321287,iphone,baby feeding tracker,br,🇧🇷 Brazil,,2026-08-19T14:19:03Z,122,0,36,21,247,
BLW Baby Introdução Alimentar,6758321287,iphone,alimentos,br,🇧🇷 Brazil,,2026-08-19T12:55:25Z,138,0,6,48,247,
BLW Baby Introdução Alimentar,6758321287,iphone,diário alimentar,br,🇧🇷 Brazil,,2026-08-19T12:55:21Z,1000,0,23,21,250,
BLW Baby Introdução Alimentar,6758321287,iphone,meses diário,br,🇧🇷 Brazil,2-gram from current subtitle.txt,2026-08-19T12:55:29Z,1000,0,5,51,76,intro_alimentar;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,tracker,br,🇧🇷 Brazil,verbatim from current keywords.txt,2026-08-19T12:55:31Z,1000,0,43,39,231,tracker;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,comida bebê,br,🇧🇷 Brazil,2-gram from current subtitle.txt,2026-08-19T12:55:31Z,1000,0,5,47,240,food;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,primeiro alimento,br,🇧🇷 Brazil,verbatim from current keywords.txt,2026-08-19T12:55:32Z,1000,0,5,5,8,intro_alimentar;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,6 meses diário,br,🇧🇷 Brazil,3-gram from current subtitle.txt,2026-08-19T12:55:33Z,1000,0,5,5,1,intro_alimentar;long;own
BLW Baby Introdução Alimentar,6758321287,iphone,comida bebê 6 meses,br,🇧🇷 Brazil,cross-field composition (Apple substring matching),2026-08-19T12:55:35Z,1000,0,5,75,116,intro_alimentar;long;own
BLW Baby Introdução Alimentar,6758321287,iphone,bebê 6,br,🇧🇷 Brazil,2-gram from current subtitle.txt,2026-08-19T12:55:39Z,1000,0,5,78,228,food;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,bebê 6 meses,br,🇧🇷 Brazil,3-gram from current subtitle.txt,2026-08-19T12:55:46Z,1000,0,5,78,33,intro_alimentar;long;own
BLW Baby Introdução Alimentar,6758321287,iphone,comida bebê 6,br,🇧🇷 Brazil,3-gram from current subtitle.txt,2026-08-19T12:55:47Z,1000,0,5,79,66,food;long;own
BLW Baby Introdução Alimentar,6758321287,iphone,diário,br,🇧🇷 Brazil,1-gram from current subtitle.txt,2026-08-19T12:55:50Z,1000,0,5,54,247,tracker;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,bebê,br,🇧🇷 Brazil,1-gram from current subtitle.txt,2026-08-19T12:56:00Z,1000,0,5,63,242,food;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,receitas bebê,br,🇧🇷 Brazil,verbatim from current keywords.txt,2026-08-19T12:56:03Z,1000,0,5,17,242,recipes;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,maternidade,br,🇧🇷 Brazil,verbatim from current keywords.txt,2026-08-19T12:56:04Z,1000,0,5,54,248,audience;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,alimentação,br,🇧🇷 Brazil,verbatim from current keywords.txt,2026-08-19T12:56:05Z,1000,0,27,70,250,food;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,comida,br,🇧🇷 Brazil,1-gram from current subtitle.txt,2026-08-19T12:56:07Z,1000,0,59,83,246,food;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,comida saudável,br,🇧🇷 Brazil,verbatim from current keywords.txt,2026-08-19T12:56:09Z,1000,0,5,47,242,food;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,beb,br,🇧🇷 Brazil,verbatim from current keywords.txt,2026-08-19T12:56:11Z,1000,0,25,49,228,food;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,tracker bebê,br,🇧🇷 Brazil,EN keyword that ranks in BR,2026-08-19T12:56:15Z,1000,0,5,50,241,tracker;short;own
BLW Baby Introdução Alimentar,6758321287,iphone,blw tradicional,br,🇧🇷 Brazil,Pippin description: BLW e tradicional,2026-08-19T12:56:17Z,1000,0,5,5,,blw;short;competitor
BLW Baby Introdução Alimentar,6758321287,iphone,acompanhamento bebê,br,🇧🇷 Brazil,tracker intent,2026-08-19T12:56:21Z,1000,0,5,56,247,tracker;short;own
