App Name,App Id,Platform,Keyword,Store Domain,Store,Note,Last Update,Ranking,Change,Popularity,Difficulty,Apps in Ranking,Tags
Introdução Alimentar BLW Baby,6758321287,iphone,blw baby,br,🇧🇷 Brazil,2-gram from current name.txt,2026-08-18,1,0,5,13,172,blw;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,papinha caseira,br,🇧🇷 Brazil,differentiates from industrial papinhas,2026-08-18,1,0,5,5,1,papinha;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,desengasgo,br,🇧🇷 Brazil,"""Mundo BLW exclusive — possibly gold (low comp",2026-08-18,1,0,5,5,1,
Introdução Alimentar BLW Baby,6758321287,iphone,cortes seguros,br,🇧🇷 Brazil,Mundo BLW differentiator,2026-08-18,2,0,5,8,6,safety;short;competitor
Introdução Alimentar BLW Baby,6758321287,iphone,papinha,br,🇧🇷 Brazil,"""head term",2026-08-18,2,0,5,5,56,
Introdução Alimentar BLW Baby,6758321287,iphone,blw baby introdução,br,🇧🇷 Brazil,3-gram from current name.txt,2026-08-18,3,-1,5,9,24,blw;long;own
Introdução Alimentar BLW Baby,6758321287,iphone,introdução alimentar 6 meses,br,🇧🇷 Brazil,phase-specific long-tail,2026-08-18,3,0,5,5,5,intro_alimentar;long;own
Introdução Alimentar BLW Baby,6758321287,iphone,papinha 6 meses,br,🇧🇷 Brazil,BR-specific phrase,2026-08-18,3,0,5,5,3,papinha;long;own
Introdução Alimentar BLW Baby,6758321287,iphone,blw cortes,br,🇧🇷 Brazil,Mundo BLW: cortes corretos e seguros,2026-08-18,3,0,5,31,3,blw;short;competitor
Introdução Alimentar BLW Baby,6758321287,iphone,receitas 6 meses,br,🇧🇷 Brazil,age + recipe combo,2026-08-18,3,0,5,5,6,recipes;long;own
Introdução Alimentar BLW Baby,6758321287,iphone,introdução alimentar blw,br,🇧🇷 Brazil,cross-field composition (Apple substring matching),2026-08-18,4,0,5,11,29,blw;long;own
Introdução Alimentar BLW Baby,6758321287,iphone,receitas papinha,br,🇧🇷 Brazil,expanded form,2026-08-18,5,-2,5,5,17,recipes;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,baby introdução alimentar,br,🇧🇷 Brazil,3-gram from current name.txt,2026-08-18,7,-1,5,9,28,intro_alimentar;long;own
Introdução Alimentar BLW Baby,6758321287,iphone,baby introdução,br,🇧🇷 Brazil,2-gram from current name.txt,2026-08-18,8,-1,5,9,29,intro_alimentar;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,blw receitas,br,🇧🇷 Brazil,BLW Brasil description: receitas + cardápios,2026-08-18,10,-1,5,15,24,blw;short;competitor
Introdução Alimentar BLW Baby,6758321287,iphone,introdução,br,🇧🇷 Brazil,1-gram from current name.txt,2026-08-18,12,0,5,13,59,intro_alimentar;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,introdução alimentar,br,🇧🇷 Brazil,2-gram from current name.txt,2026-08-18,17,6,5,21,59,intro_alimentar;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,weaning,br,🇧🇷 Brazil,,2026-08-18,18,-5,16,5,236,
Introdução Alimentar BLW Baby,6758321287,iphone,baby weaning,br,🇧🇷 Brazil,,2026-08-18,24,-5,25,5,240,
Introdução Alimentar BLW Baby,6758321287,iphone,introducao alimentar,br,🇧🇷 Brazil,,2026-08-18,34,-15,40,19,60,
Introdução Alimentar BLW Baby,6758321287,iphone,blw,br,🇧🇷 Brazil,,2026-08-18,37,-1,48,19,208,
Introdução Alimentar BLW Baby,6758321287,iphone,solid starts,br,🇧🇷 Brazil,,2026-08-18,68,-1,50,5,128,
Introdução Alimentar BLW Baby,6758321287,iphone,alimentar,br,🇧🇷 Brazil,1-gram from current name.txt,2026-08-18,183,-66,5,57,249,food;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,6 meses,br,🇧🇷 Brazil,2-gram from current subtitle.txt,2026-08-18,188,-15,5,90,214,intro_alimentar;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,baby,br,🇧🇷 Brazil,1-gram from current name.txt,2026-08-18,OUT,0,52,57,220,food;short;own
Introdução Alimentar BLW Baby,6758321287,iphone,meses,br,🇧🇷 Brazil,1-gram from current subtitle.txt,2026-08-18,OUT,0,5,54,249,intro_alimentar;short;own
